block,rate,spam,total
23653611,11,5,46
23653612,13,5,40
23653613,49,51,105
23653614,8,5,65
23653615,8,5,60
23653616,8,5,64
23653617,0,0,39
23653618,0,0,52
23653619,0,0,48
23653620,0,0,45
23653621,0,0,47
23653622,0,0,41
23653623,0,0,38
23653624,13,6,46
23653625,9,5,57
23653626,0,0,61
23653627,0,0,44
23653628,12,5,42
23653629,0,0,40
23653630,0,0,46
23653631,0,0,48
23653632,0,0,171
23653633,4,5,142
23653634,0,0,70
23653635,0,0,71
23653636,0,0,91
23653637,0,0,100
23653638,0,0,39
23653639,26,17,66
23653640,0,0,53
23653641,0,0,43
23653642,0,0,58
23653643,0,0,46
23653644,0,0,51
23653645,0,0,48
23653646,0,0,42
23653647,0,0,52
23653648,0,0,49
23653649,0,0,57
23653650,0,0,43
23653651,11,6,56
23653652,0,0,64
23653653,0,0,58
23653654,0,0,53
23653655,0,0,58
23653656,0,0,48
23653657,0,0,60
23653658,0,0,47
23653659,0,0,49
23653660,0,0,53
23653661,0,0,53
23653662,0,0,51
23653663,0,0,40
23653664,0,0,59
23653665,0,0,61
23653666,0,0,46
23653667,0,0,53
23653668,0,0,44
23653669,0,0,42
23653670,0,0,48
23653671,0,0,56
23653672,0,0,45
23653673,0,0,56
23653674,9,6,67
23653675,14,10,73
23653676,17,11,66
23653677,8,5,63
23653678,0,0,72
23653679,0,0,58
23653680,0,0,79
23653681,0,0,74
23653682,0,0,69
23653683,0,0,48
23653684,0,0,42
23653685,11,6,53
23653686,0,0,55
23653687,0,0,46
23653688,0,0,61
23653689,0,0,53
23653690,0,0,58
23653691,0,0,49
23653692,0,0,66
23653693,14,7,51
23653694,0,0,44
23653695,0,0,53
23653696,6,7,123
23653697,0,0,42
23653698,0,0,41
23653699,0,0,45
23653700,0,0,47
23653701,0,0,42
23653702,0,0,43
23653703,0,0,47
23653704,0,0,49
23653705,0,0,53
23653706,0,0,51
23653707,0,0,51
23653708,0,0,47
23653709,10,5,48
23653710,0,0,55
23653711,0,0,46
23653712,11,8,72
23653713,34,26,77
23653714,59,79,133
23653715,58,70,120
23653716,0,0,44
23653717,0,0,42
23653718,0,0,51
23653719,0,0,49
23653720,0,0,54
23653721,0,0,49
23653722,0,0,27
23653723,0,0,48
23653724,0,0,35
23653725,0,0,36
23653726,0,0,35
23653727,0,0,38
23653728,23,16,70
23653729,16,8,50
23653730,19,10,53
23653731,23,14,60
23653732,10,5,49
23653733,15,8,55
23653734,0,0,47
23653735,0,0,55
23653736,0,0,55
23653737,0,0,43
23653738,0,0,46
23653739,0,0,67
23653740,0,0,43
23653741,0,0,51
23653742,0,0,41
23653743,0,0,39
23653744,0,0,44
23653745,0,0,40
23653746,14,6,44
23653747,0,0,38
23653748,26,13,50
23653749,0,0,40
23653750,0,0,55
23653751,0,0,50
23653752,0,0,33
23653753,0,0,50
23653754,0,0,44
23653755,0,0,37
23653756,0,0,38
23653757,13,6,48
23653758,13,8,60
23653759,19,10,53
23653760,88,313,354
23653761,91,302,332
23653762,93,328,351
23653763,95,345,362
23653764,67,155,230
23653765,29,44,152
23653766,0,0,122
23653767,8,11,139
23653768,6,7,118
23653769,0,0,72
23653770,0,0,84
23653771,29,52,180
23653772,8,22,282
23653773,71,143,201
23653774,14,12,87
23653775,0,0,50
23653776,0,0,41
23653777,18,12,65
23653778,0,0,54
23653779,0,0,57
23653780,0,0,54
23653781,0,0,79
23653782,0,0,47
23653783,0,0,48
23653784,0,0,59
23653785,0,0,68
23653786,10,5,52
23653787,0,0,51
23653788,86,272,317
23653789,72,168,234
23653790,25,27,109
23653791,0,0,83
23653792,0,0,67
23653793,0,0,75
23653794,0,0,63
23653795,0,0,69
23653796,0,0,71
23653797,0,0,73
23653798,0,0,98
23653799,0,0,42
23653800,0,0,57
23653801,0,0,78
23653802,0,0,77
23653803,0,0,67
23653804,0,0,55
23653805,0,0,63
23653806,0,0,58
23653807,81,126,155
23653808,68,123,181
23653809,0,0,82
23653810,22,25,116
23653811,36,28,78
23653812,35,32,91
23653813,0,0,54
23653814,0,0,50
23653815,0,0,71
23653816,0,0,54
23653817,0,0,52
23653818,0,0,77
23653819,0,0,54
23653820,45,43,95
23653821,89,294,329
23653822,84,257,306
23653823,91,306,335
23653824,85,303,355
23653825,88,279,316
23653826,86,264,307
23653827,94,373,396
23653828,47,63,135
23653829,83,200,240
23653830,10,13,136
23653831,59,132,222
23653832,58,133,228
23653833,71,160,224
23653834,28,35,126
23653835,36,60,166
23653836,0,0,77
23653837,0,0,82
23653838,0,0,0
23653839,7,8,123
23653840,0,0,61
23653841,0,0,75
23653842,0,0,87
23653843,9,9,99
23653844,16,20,129
23653845,0,0,58
23653846,5,5,100
23653847,0,0,48
23653848,0,0,44
23653849,0,0,35
23653850,0,0,58
23653851,12,6,52
23653852,0,0,53
23653853,0,0,47
23653854,0,0,52
23653855,0,0,67
23653856,0,0,57
23653857,52,77,148
23653858,0,0,56
23653859,0,0,55
23653860,0,0,45
23653861,0,0,43
23653862,0,0,68
23653863,0,0,55
23653864,0,0,56
23653865,0,0,44
23653866,0,0,51
23653867,0,0,65
23653868,9,5,55
23653869,0,0,57
23653870,0,0,66
23653871,0,0,61
23653872,0,0,62
23653873,0,0,47
23653874,0,0,54
23653875,0,0,46
23653876,0,0,44
23653877,0,0,56
23653878,0,0,49
23653879,0,0,62
23653880,0,0,47
23653881,0,0,37
23653882,0,0,49
23653883,0,0,55
23653884,0,0,60
23653885,0,0,64
23653886,8,5,59
23653887,0,0,48
23653888,10,12,116
23653889,0,0,74
23653890,0,0,90
23653891,0,0,48
23653892,0,0,40
23653893,0,0,57
23653894,0,0,48
23653895,0,0,50
23653896,0,0,57
23653897,0,0,54
23653898,0,0,55
23653899,0,0,44
23653900,0,0,40
23653901,0,0,51
23653902,0,0,39
23653903,0,0,45
23653904,0,0,48
23653905,0,0,48
23653906,0,0,45
23653907,0,0,53
23653908,8,5,59
23653909,0,0,56
23653910,8,5,62
23653911,0,0,65
23653912,0,0,69
23653913,7,5,67
23653914,0,0,79
23653915,0,0,82
23653916,11,7,64
23653917,12,9,75
23653918,17,11,65
23653919,14,8,56
23653920,12,7,60
23653921,10,9,88
23653922,0,0,47
23653923,0,0,64
23653924,15,14,93
23653925,0,0,77
23653926,0,0,65
23653927,0,0,69
23653928,0,0,61
23653929,0,0,42
23653930,0,0,51
23653931,0,0,70
23653932,0,0,57
23653933,10,9,87
23653934,0,0,61
23653935,53,70,132
23653936,62,107,173
23653937,35,36,104
23653938,0,0,56
23653939,0,0,60
23653940,0,0,57
23653941,0,0,41
23653942,0,0,58
23653943,0,0,60
23653944,0,0,59
23653945,0,0,69
23653946,11,6,53
23653947,9,10,111
23653948,0,0,233
23653949,4,8,210
23653950,0,0,92
23653951,0,0,135
23653952,0,0,155
23653953,0,0,191
23653954,0,0,67
23653955,0,0,87
23653956,0,0,75
23653957,0,0,73
23653958,0,0,67
23653959,0,0,59
23653960,0,0,70
23653961,0,0,61
23653962,0,0,76
23653963,0,0,73
23653964,0,0,69
23653965,0,0,108
23653966,0,0,82
23653967,0,0,69
23653968,0,0,80
23653969,0,0,71
23653970,0,0,60
23653971,0,0,74
23653972,0,0,78
23653973,13,11,83
23653974,0,0,82
23653975,0,0,90
23653976,7,7,104
23653977,7,6,87
23653978,0,0,82
23653979,11,10,90
23653980,0,0,59
23653981,0,0,57
23653982,0,0,48
23653983,0,0,57
23653984,0,0,45
23653985,69,190,274
23653986,67,165,245
23653987,80,209,261
23653988,72,185,257
23653989,54,93,171
23653990,0,0,63
23653991,0,0,46
23653992,0,0,48
23653993,9,6,67
23653994,23,13,56
23653995,14,9,63
23653996,69,143,206
23653997,59,108,182
23653998,61,119,194
23653999,7,7,105
23654000,49,65,134
23654001,43,53,123
23654002,0,0,57
23654003,6,5,77
23654004,0,0,59
23654005,0,0,43
23654006,0,0,54
23654007,0,0,64
23654008,0,0,66
23654009,8,5,61
23654010,0,0,52
23654011,0,0,55
23654012,0,0,51
23654013,0,0,64
23654014,0,0,53
23654015,0,0,66
23654016,0,0,117
23654017,0,0,97
23654018,0,0,48
23654019,0,0,45
23654020,0,0,49
23654021,0,0,42
23654022,0,0,42
23654023,0,0,38
23654024,0,0,44
23654025,0,0,52
23654026,0,0,56
23654027,0,0,48
23654028,0,0,50
23654029,0,0,54
23654030,0,0,45
23654031,0,0,56
23654032,0,0,47
23654033,0,0,46
23654034,0,0,59
23654035,0,0,51
23654036,0,0,45
23654037,0,0,49
23654038,75,208,277
23654039,78,204,260
23654040,67,122,183
23654041,70,164,233
23654042,41,62,153
23654043,0,0,44
23654044,0,0,47
23654045,0,0,46
23654046,0,0,44
23654047,0,0,29
23654048,0,0,51
23654049,0,0,54
23654050,10,6,58
23654051,0,0,54
23654052,0,0,29
23654053,0,0,47
23654054,0,0,69
23654055,0,0,45
23654056,0,0,42
23654057,0,0,38
23654058,0,0,39
23654059,0,0,50
23654060,0,0,36
23654061,0,0,45
23654062,0,0,47
23654063,0,0,44
23654064,0,0,45
23654065,0,0,47
23654066,0,0,44
23654067,0,0,42
23654068,0,0,36
23654069,0,0,48
23654070,11,6,53
23654071,0,0,55
23654072,22,13,59
23654073,12,9,78
23654074,12,7,58
23654075,0,0,57
23654076,13,6,45
23654077,0,0,49
23654078,11,6,53
23654079,54,50,92
23654080,4,5,113
23654081,0,0,74
23654082,6,6,98
23654083,34,54,158
23654084,18,18,101
23654085,0,0,82
23654086,0,0,70
23654087,0,0,75
23654088,0,0,94
23654089,0,0,68
23654090,0,0,63
23654091,0,0,78
23654092,0,0,71
23654093,0,0,65
23654094,0,0,81
23654095,0,0,78
23654096,21,15,70
23654097,29,33,113
23654098,14,13,95
23654099,60,101,168
23654100,71,146,206
23654101,25,42,165
23654102,11,10,91
23654103,12,8,65
23654104,0,0,51
23654105,0,0,68
23654106,0,0,57
23654107,0,0,39
23654108,0,0,62
23654109,0,0,49
23654110,0,0,36
23654111,0,0,51
23654112,0,0,58
23654113,0,0,68
23654114,0,0,41
23654115,0,0,64
23654116,0,0,49
23654117,0,0,58
23654118,0,0,47
23654119,0,0,57
23654120,0,0,49
23654121,0,0,44
23654122,53,58,110
23654123,0,0,58
23654124,8,5,59
23654125,0,0,55
23654126,0,0,44
23654127,10,5,48
23654128,0,0,47
23654129,0,0,48
23654130,0,0,43
23654131,0,0,44
23654132,0,0,52
23654133,11,5,46
23654134,8,5,61
23654135,8,5,64
23654136,0,0,52
23654137,0,0,60
23654138,0,0,63
23654139,0,0,56
23654140,0,0,36
23654141,0,0,70
23654142,0,0,53
23654143,0,0,45
23654144,0,0,118
23654145,0,0,154
23654146,11,14,127
23654147,15,16,104
23654148,36,42,117
23654149,7,15,226
23654150,7,5,73
23654151,0,0,105
23654152,12,8,67
23654153,15,14,93
23654154,0,0,0
23654155,20,28,139
23654156,28,29,104
23654157,29,84,289
23654158,70,217,309
23654159,0,0,0
23654160,39,65,166
23654161,0,0,0
23654162,0,0,97
23654163,0,0,0
23654164,7,6,82
23654165,0,0,99
23654166,25,16,63
23654167,0,0,71
23654168,17,13,75
23654169,0,0,0
23654170,0,0,92
23654171,0,0,65
23654172,0,0,60
23654173,0,0,0
23654174,0,0,0
23654175,7,5,69
23654176,0,0,93
23654177,68,100,147
23654178,0,0,0
23654179,0,0,74
23654180,0,0,79
23654181,0,0,0
23654182,0,0,80
23654183,0,0,47
23654184,0,0,0
23654185,18,25,137
23654186,79,190,239
23654187,10,6,62
23654188,11,7,62
23654189,8,6,77
23654190,0,0,0
23654191,15,18,121
23654192,7,5,69
23654193,0,0,0
23654194,9,10,106
23654195,0,0,75
23654196,11,10,92
23654197,0,0,95
23654198,22,20,90
23654199,0,0,70
23654200,4,5,121
23654201,5,6,122
23654202,0,0,109
23654203,0,0,0
23654204,14,20,144
23654205,7,5,72
23654206,16,9,58
23654207,0,0,67
23654208,13,25,194
23654209,16,35,217
23654210,4,6,148
23654211,0,0,52
23654212,0,0,44
23654213,0,0,50
23654214,0,0,51
23654215,0,0,49
23654216,0,0,44
23654217,0,0,32
23654218,0,0,37
23654219,0,0,44
23654220,14,8,57
23654221,0,0,43
23654222,0,0,44
23654223,0,0,51
23654224,0,0,76
23654225,0,0,54
23654226,0,0,39
23654227,0,0,33
23654228,0,0,54
23654229,0,0,54
23654230,0,0,51
23654231,0,0,52
23654232,0,0,44
23654233,0,0,45
23654234,0,0,55
23654235,0,0,48
23654236,0,0,43
23654237,0,0,48
23654238,0,0,44
23654239,0,0,44
23654240,0,0,60
23654241,0,0,48
23654242,0,0,55
23654243,0,0,48
23654244,0,0,69
23654245,0,0,43
23654246,0,0,36
23654247,0,0,49
23654248,0,0,40
23654249,0,0,48
23654250,0,0,53
23654251,0,0,47
23654252,0,0,37
23654253,0,0,47
23654254,0,0,51
23654255,0,0,32
23654256,0,0,39
23654257,0,0,47
23654258,0,0,46
23654259,0,0,50
23654260,0,0,49
23654261,0,0,56
23654262,0,0,52
23654263,16,7,43
23654264,0,0,64
23654265,13,6,45
23654266,0,0,51
23654267,0,0,47
23654268,0,0,49
23654269,0,0,55
23654270,23,12,53
23654271,0,0,44
23654272,8,9,112
23654273,0,0,61
23654274,0,0,42
23654275,13,6,48
23654276,0,0,58
23654277,0,0,37
23654278,9,5,56
23654279,20,8,40
23654280,0,0,36
23654281,0,0,54
23654282,0,0,51
23654283,0,0,55
23654284,0,0,41
23654285,13,7,52
23654286,9,5,54
23654287,9,5,55
23654288,0,0,45
23654289,10,5,52
23654290,29,12,42
23654291,0,0,50
23654292,0,0,49
23654293,0,0,48
23654294,22,13,60
23654295,0,0,61
23654296,22,11,49
23654297,0,0,44
23654298,0,0,44
23654299,0,0,58
23654300,0,0,56
23654301,45,46,102
23654302,0,0,59
23654303,24,11,46
23654304,11,6,53
23654305,0,0,40
23654306,11,5,46
23654307,10,5,51
23654308,13,6,47
23654309,16,7,44
23654310,0,0,54
23654311,0,0,53
23654312,18,11,62
23654313,0,0,49
23654314,0,0,51
23654315,0,0,44
23654316,14,7,51
23654317,0,0,62
23654318,0,0,38
23654319,12,6,49
23654320,13,6,46
23654321,12,6,50
23654322,10,6,61
23654323,10,5,48
23654324,0,0,46
23654325,0,0,53
23654326,10,5,52
23654327,14,7,50
23654328,15,8,54
23654329,14,5,37
23654330,12,6,52
23654331,0,0,41
23654332,0,0,67
23654333,0,0,47
23654334,0,0,46
23654335,0,0,35
23654336,45,96,213
23654337,30,68,227
23654338,0,0,153
23654339,0,0,38
23654340,0,0,51
23654341,0,0,60
23654342,0,0,48
23654343,0,0,31
23654344,0,0,51
23654345,0,0,51
23654346,0,0,44
23654347,0,0,45
23654348,0,0,56
23654349,0,0,41
23654350,0,0,50
23654351,0,0,44
23654352,0,0,65
23654353,0,0,46
23654354,0,0,54
23654355,0,0,46
23654356,0,0,48
23654357,0,0,41
23654358,0,0,41
23654359,0,0,40
23654360,0,0,59
23654361,16,8,49
23654362,0,0,42
23654363,0,0,46
23654364,0,0,50
23654365,11,5,47
23654366,0,0,41
23654367,0,0,44
23654368,18,11,60
23654369,0,0,43
23654370,0,0,50
23654371,75,206,276
23654372,0,0,52
23654373,0,0,42
23654374,0,0,44
23654375,0,0,55
23654376,14,9,63
23654377,0,0,58
23654378,0,0,44
23654379,0,0,47
23654380,18,14,77
23654381,0,0,43
23654382,0,0,44
23654383,0,0,51
23654384,0,0,36
23654385,0,0,58
23654386,0,0,47
23654387,0,0,51
23654388,0,0,31
23654389,0,0,45
23654390,11,5,44
23654391,0,0,48
23654392,11,5,44
23654393,0,0,32
23654394,0,0,51
23654395,0,0,49
23654396,0,0,48
23654397,10,5,49
23654398,0,0,48
23654399,11,6,56
23654400,13,14,105
23654401,0,0,77
23654402,29,30,104
23654403,9,7,78
23654404,0,0,53
23654405,0,0,55
23654406,0,0,59
23654407,0,0,50
23654408,0,0,55
23654409,11,7,66
23654410,0,0,57
23654411,0,0,46
23654412,0,0,46
23654413,0,0,42
23654414,6,5,77
23654415,13,7,52
23654416,10,6,61
23654417,0,0,63
23654418,0,0,60
23654419,0,0,54
23654420,14,7,50
23654421,0,0,46
23654422,0,0,50
23654423,45,49,110
23654424,9,6,69
23654425,9,6,64
23654426,0,0,45
23654427,0,0,117
23654428,11,7,62
23654429,0,0,49
23654430,0,0,56
23654431,12,6,50
23654432,0,0,43
23654433,11,6,54
23654434,9,5,55
23654435,10,6,60
23654436,10,5,50
23654437,13,6,47
23654438,0,0,55
23654439,10,5,50
23654440,11,5,45
23654441,11,5,44
23654442,0,0,57
23654443,21,13,63
23654444,18,10,55
23654445,9,5,57
23654446,10,5,51
23654447,0,0,43
23654448,0,0,56
23654449,0,0,51
23654450,12,6,52
23654451,0,0,52
23654452,9,6,64
23654453,13,11,83
23654454,0,0,61
23654455,0,0,62
23654456,9,6,70
23654457,0,0,48
23654458,7,5,74
23654459,9,5,56
23654460,10,5,48
23654461,0,0,64
23654462,9,6,64
23654463,0,0,68
23654464,8,10,120
23654465,0,0,111
23654466,0,0,56
23654467,6,7,119
23654468,16,19,117
23654469,0,0,88
23654470,6,11,172
23654471,0,0,129
23654472,0,0,83
23654473,4,5,123
23654474,0,0,101
23654475,0,0,95
23654476,0,0,108
23654477,0,0,77
23654478,10,12,117
23654479,0,0,96
23654480,0,0,113
23654481,12,13,110
23654482,0,0,110
23654483,0,0,107
23654484,4,5,122
23654485,0,0,147
23654486,19,21,111
23654487,24,34,140
23654488,24,28,118
23654489,0,0,111
23654490,7,5,68
23654491,4,5,114
23654492,0,0,67
23654493,6,5,80
23654494,0,0,112
23654495,7,5,74
23654496,8,8,105
23654497,10,8,84
23654498,13,17,129
23654499,8,9,107
23654500,10,10,103
23654501,0,0,95
23654502,11,12,113
23654503,21,21,102
23654504,9,8,90
23654505,15,19,130
23654506,8,10,123
23654507,0,0,79
23654508,15,16,104
23654509,0,0,91
23654510,5,5,99
23654511,10,6,60
23654512,0,0,126
23654513,0,0,149
23654514,0,0,112
23654515,10,8,78
23654516,8,7,93
23654517,9,8,90
23654518,0,0,111
23654519,0,0,91
23654520,9,10,114
23654521,15,14,95
23654522,10,10,103
23654523,0,0,68
23654524,9,12,130
23654525,7,8,109
23654526,11,9,85
23654527,12,10,82
23654528,24,23,96
23654529,7,12,184
23654530,6,7,112
23654531,0,0,109
23654532,0,0,82
23654533,0,0,125
23654534,7,9,121
23654535,6,7,122
23654536,0,0,75
23654537,6,7,110
23654538,7,9,134
23654539,9,12,129
23654540,4,6,156
23654541,0,0,117
23654542,8,8,100
23654543,0,0,91
23654544,8,10,120
23654545,11,10,93
23654546,0,0,96
23654547,7,8,107
23654548,0,0,93
23654549,6,6,97
23654550,6,5,81
23654551,7,7,98
23654552,0,0,87
23654553,0,0,93
23654554,10,9,91
23654555,12,10,81
23654556,0,0,100
23654557,9,8,87
23654558,5,5,98
23654559,17,16,94
23654560,10,9,94
23654561,0,0,121
23654562,0,0,90
23654563,0,0,89
23654564,6,6,102
23654565,0,0,90
23654566,8,6,71
23654567,8,9,106
23654568,5,5,100
23654569,0,0,114
23654570,0,0,91
23654571,0,0,89
23654572,0,0,94
23654573,0,0,122
23654574,0,0,89
23654575,7,8,111
23654576,0,0,97
23654577,0,0,100
23654578,11,6,55
23654579,15,18,121
23654580,0,0,100
23654581,0,0,123
23654582,0,0,130
23654583,0,0,102
23654584,0,0,101
23654585,0,0,98
23654586,6,6,97
23654587,18,13,73
23654588,11,13,116
23654589,9,8,89
23654590,0,0,105
23654591,0,0,84
23654592,0,0,96
23654593,28,31,110
23654594,16,13,83
23654595,62,93,151
23654596,60,79,131
23654597,45,60,132
23654598,6,5,89
23654599,33,40,123
23654600,48,78,163
23654601,66,111,167
23654602,59,84,142
23654603,70,104,148
23654604,64,118,184
23654605,59,70,119
23654606,39,54,139
23654607,28,29,103
23654608,25,25,99
23654609,8,5,60
23654610,6,5,80
23654611,5,8,147
23654612,0,0,71
23654613,7,5,69
23654614,13,13,98
23654615,8,5,62
23654616,27,24,90
23654617,57,64,112
23654618,17,16,95
23654619,12,15,123
23654620,26,21,81
23654621,22,20,91
23654622,35,19,55
23654623,33,38,114
23654624,14,11,81
23654625,22,30,137
23654626,8,5,66
23654627,0,0,50
23654628,22,12,55
23654629,0,0,40
23654630,10,6,63
23654631,11,5,47
23654632,25,17,67
23654633,28,18,64
23654634,17,11,63
23654635,8,5,62
23654636,0,0,63
23654637,7,5,68
23654638,8,5,62
23654639,15,6,40
23654640,23,14,60
23654641,9,5,56
23654642,7,5,71
23654643,0,0,55
23654644,12,7,60
23654645,8,5,60
23654646,21,12,57
23654647,17,13,76
23654648,14,6,44
23654649,8,6,71
23654650,14,10,69
23654651,10,5,48
23654652,15,10,68
23654653,12,6,52
23654654,0,0,53
23654655,9,5,55
23654656,58,125,217
23654657,11,19,172
23654658,51,109,214
23654659,0,0,94
23654660,34,35,104
23654661,77,213,276
23654662,0,0,247
23654663,0,0,158
23654664,0,0,74
23654665,0,0,74
23654666,0,0,84
23654667,0,0,70
23654668,5,5,93
23654669,0,0,78
23654670,0,0,86
23654671,0,0,83
23654672,0,0,86
23654673,6,5,84
23654674,0,0,99
23654675,0,0,90
23654676,7,6,87
23654677,11,8,75
23654678,0,0,80
23654679,6,5,78
23654680,7,5,72
23654681,0,0,75
23654682,6,5,82
23654683,13,12,92
23654684,0,0,81
23654685,0,0,70
23654686,0,0,76
23654687,8,6,79
23654688,0,0,87
23654689,6,5,89
23654690,0,0,70
23654691,0,0,97
23654692,0,0,73
23654693,0,0,88
23654694,0,0,71
23654695,0,0,89
23654696,26,44,171
23654697,15,15,102
23654698,71,163,228
23654699,80,227,285
23654700,54,95,175
23654701,0,0,103
23654702,0,0,80
23654703,15,20,133
23654704,7,5,74
23654705,54,120,222
23654706,19,23,122
23654707,0,0,93
23654708,0,0,79
23654709,0,0,78
23654710,0,0,54
23654711,0,0,52
23654712,0,0,47
23654713,0,0,56
23654714,0,0,56
23654715,0,0,60
23654716,10,6,63
23654717,8,6,72
23654718,11,8,75
23654719,12,12,98
23654720,8,10,126
23654721,0,0,94
23654722,11,16,150
23654723,47,75,160
23654724,53,61,115
23654725,57,92,161
23654726,67,152,228
23654727,34,50,147
23654728,39,61,155
23654729,58,76,132
23654730,63,115,182
23654731,32,33,103
23654732,55,91,165
23654733,37,45,123
23654734,0,0,68
23654735,0,0,77
23654736,0,0,71
23654737,0,0,84
23654738,53,85,160
23654739,36,49,135
23654740,9,8,89
23654741,9,7,77
23654742,0,0,84
23654743,0,0,46
23654744,0,0,67
23654745,0,0,64
23654746,0,0,63
23654747,0,0,84
23654748,9,5,58
23654749,13,10,75
23654750,0,0,56
23654751,0,0,72
23654752,0,0,67
23654753,0,0,54
23654754,0,0,34
23654755,0,0,63
23654756,0,0,68
23654757,0,0,53
23654758,14,9,63
23654759,0,0,51
23654760,0,0,52
23654761,7,5,71
23654762,14,11,76
23654763,14,11,78
23654764,14,10,71
23654765,12,8,69
23654766,0,0,66
23654767,0,0,84
23654768,0,0,52
23654769,0,0,63
23654770,68,126,186
23654771,0,0,62
23654772,0,0,62
23654773,0,0,69
23654774,0,0,66
23654775,21,15,70
23654776,7,5,72
23654777,82,239,291
23654778,9,9,97
23654779,10,6,59
23654780,62,143,231
23654781,63,127,201
23654782,0,0,63
23654783,11,6,57
23654784,7,8,119
23654785,0,0,132
23654786,0,0,102
23654787,13,9,67
23654788,0,0,64
23654789,0,0,74
23654790,0,0,64
23654791,8,5,66
23654792,11,8,75
23654793,7,5,71
23654794,7,5,67
23654795,11,10,87
23654796,7,5,74
23654797,0,0,67
23654798,13,9,71
23654799,7,5,72
23654800,0,0,54
23654801,0,0,68
23654802,0,0,61
23654803,0,0,50
23654804,0,0,48
23654805,0,0,60
23654806,13,7,55
23654807,0,0,47
23654808,48,68,141
23654809,44,59,134
23654810,61,115,188
23654811,72,164,227
23654812,85,214,252
23654813,62,121,195
23654814,17,12,72
23654815,0,0,51
23654816,0,0,55
23654817,13,5,39
23654818,0,0,45
23654819,0,0,87
23654820,0,0,61